timestamp,port,baud,window_s,sample_rate_hz,frame_step,missed_estimate,status_max_hex,channel,samples,mean_mv,rms_noise_mv,peak_to_peak_mv,min_mv,max_mv
20260511-112512,/dev/cu.usbserial-10,921600,10.0,1000.0,1.0,0,0x03,0,10000.0,-909.2052711844444,16.846475708229224,109.50088500976562,-964.7706151008606,-855.269730091095
20260511-112512,/dev/cu.usbserial-10,921600,10.0,1000.0,1.0,0,0x03,1,10000.0,-174.8503234088421,1.7379145558616074,12.531280517578125,-180.99337816238403,-168.4620976448059
20260511-112512,/dev/cu.usbserial-10,921600,10.0,1000.0,1.0,0,0x03,2,10000.0,534.4523687958717,1.341081231377674,9.911656379699707,529.1399359703064,539.0515923500061
20260511-112512,/dev/cu.usbserial-10,921600,10.0,1000.0,1.0,0,0x03,4,10000.0,-221.52290746569633,1.6174219085734807,11.695921421051025,-227.48559713363647,-215.78967571258545
20260511-112512,/dev/cu.usbserial-10,921600,10.0,1000.0,1.0,0,0x03,5,10000.0,372.52193078398705,1.5567418424109718,11.461973190307617,366.9103980064392,378.3723711967468
20260511-112512,/dev/cu.usbserial-10,921600,10.0,1000.0,1.0,0,0x03,7,10000.0,93.1692482829094,1.6104578144783424,10.719895362854004,87.74816989898682,98.46806526184082
