time_s,frame,ch0_mv,ch1_mv,ch2_mv,ch3_mv,ch4_mv,ch5_mv,ch6_mv,ch7_mv,status
-48.444,4405302,-2445.07104,-2500,-2500,2499.9997,18.0202723,-3.71009111,2499.9997,-1.15394592,7
-48.443,4405303,-2447.93504,-2500,-2500,2499.9997,18.0056691,-3.47465277,2499.9997,-1.07795,7
-48.442,4405304,-2458.49162,-2500,-2500,2499.9997,17.8962946,-3.55631113,2499.9997,-1.17987394,7
-48.441,4405305,-2481.94218,-2500,-2500,2499.9997,17.9219246,-3.81678343,2499.9997,-1.14232302,7
-48.44,4405306,-2499.96841,-2500,-2500,2499.9997,18.1251764,-3.86446714,2499.9997,-1.11848116,7
-48.439,4405307,-2485.2705,-2500,-2500,2499.9997,18.4035301,-3.76403332,2499.9997,-1.13338232,7
-48.438,4405308,-2450.42354,-2500,-2500,2499.9997,18.2935596,-3.83168459,2499.9997,-1.16437674,7
-48.437,4405309,-2435.25952,-2500,-2500,2499.9997,18.12011,-4.05728817,2499.9997,-1.27971172,7
-48.436,4405310,-2436.92666,-2500,-2500,2499.9997,18.1892514,-3.85195017,2499.9997,-1.29252672,7
-48.435,4405311,-2436.1068,-2500,-2500,2499.9997,18.2372332,-3.90589237,2499.9997,-1.54554844,7
-48.434,4405312,-2428.38383,-2500,-2500,2499.9997,18.0071592,-3.75717878,2499.9997,-1.70171261,7
-48.433,4405313,-2407.21941,-2500,-2500,2499.9997,17.7487731,-3.70770693,2499.9997,-1.64747238,7
-48.432,4405314,-2379.68087,-2500,-2500,2499.9997,17.7872181,-3.65585089,2499.9997,-1.706779,7
-48.431,4405315,-2382.71296,-2500,-2500,2499.9997,18.1308389,-3.54766846,2499.9997,-1.87337399,7
-48.43,4405316,-2420.08328,-2500,-2500,2499.9997,18.1603432,-3.45110893,2499.9997,-1.81138515,7
-48.429,4405317,-2446.41572,-2500,-2500,2499.9997,18.2706118,-3.53723764,2499.9997,-1.74224377,7
-48.428,4405318,-2446.16449,-2500,-2500,2499.9997,18.4255838,-3.5354495,2499.9997,-1.83135271,7
-48.427,4405319,-2442.62695,-2500,-2500,2499.9997,18.2139874,-3.5405159,2499.9997,-1.98185444,7
-48.426,4405320,-2447.87931,-2500,-2500,2499.9997,18.2661414,-3.50266695,2499.9997,-1.9210577,7
-48.425,4405321,-2461.75826,-2500,-2500,2499.9997,18.1591511,-3.59266996,2499.9997,-1.89512968,7
-48.424,4405322,-2486.28348,-2500,-2500,2499.9997,18.016994,-3.55601311,2499.9997,-1.7952919,7
-48.423,4405323,-2496.98579,-2500,-2500,2499.9997,18.209815,-3.49223614,2499.9997,-1.72048807,7
-48.422,4405324,-2470.90191,-2500,-2500,2499.9997,18.2199478,-3.54409218,2499.9997,-1.70886517,7
-48.421,4405325,-2439.9361,-2500,-2500,2499.9997,18.3719397,-3.45826149,2499.9997,-1.29520893,7
-48.42,4405326,-2433.97921,-2500,-2500,2499.9997,18.5218453,-3.45349312,2499.9997,-1.28865242,7
-48.419,4405327,-2437.42585,-2500,-2500,2499.9997,18.5346603,-3.58372927,2499.9997,-1.24841928,7
-48.418,4405328,-2434.41939,-2500,-2500,2499.9997,18.2557106,-3.61174345,2499.9997,-1.0740757,7
-48.417,4405329,-2422.30922,-2500,-2500,2499.9997,18.1990862,-3.84479761,2499.9997,-1.10358,7
-48.416,4405330,-2397.70323,-2500,-2500,2499.9997,18.0897117,-3.78221273,2499.9997,-1.42157078,7
-48.415,4405331,-2378.06529,-2500,-2500,2499.9997,17.9877877,-3.71664762,2499.9997,-1.45971775,7
-48.414,4405332,-2397.49908,-2500,-2500,2499.9997,18.1272626,-3.96877527,2499.9997,-1.24424696,7
-48.413,4405333,-2438.04276,-2500,-2500,2499.9997,18.1034207,-3.80814075,2499.9997,-1.06453896,7
-48.412,4405334,-2453.98968,-2500,-2500,2499.9997,17.9570913,-3.87936831,2499.9997,-0.913739204,7
-48.411,4405335,-2450.93077,-2500,-2500,2499.9997,17.7922845,-3.85403633,2499.9997,-0.982284546,7
-48.41,4405336,-2449.27883,-2500,-2500,2499.9997,17.9836154,-3.82304192,2499.9997,-1.05023384,7
-48.409,4405337,-2455.69885,-2500,-2500,2499.9997,18.209815,-3.75807285,2499.9997,-0.97155571,7
-48.408,4405338,-2473.21814,-2500,-2500,2499.9997,18.3564425,-3.682971,2499.9997,-1.09493732,7
-48.407,4405339,-2495.61191,-2500,-2500,2499.9997,18.2726979,-3.68207693,2499.9997,-1.14291906,7
-48.406,4405340,-2491.91493,-2500,-2500,2499.9997,18.3954835,-3.53187323,2499.9997,-0.944137573,7
-48.405,4405341,-2456.98363,-2500,-2500,2499.9997,18.1773305,-3.46422195,2499.9997,-0.991821289,7
-48.404,4405342,-2433.83646,-2500,-2500,2499.9997,18.0992484,-3.65883112,2499.9997,-1.0061264,7
-48.403,4405343,-2432.20299,-2500,-2500,2499.9997,18.3138251,-3.67552042,2499.9997,-0.85413456,7
-48.402,4405344,-2432.73616,-2500,-2500,2499.9997,18.2068348,-3.52412462,2499.9997,-0.76174736,7
-48.401,4405345,-2426.46366,-2500,-2500,2499.9997,18.1335211,-3.59266996,2499.9997,-0.860393047,7
-48.4,4405346,-2412.23633,-2500,-2500,2499.9997,18.1609392,-3.58194113,2499.9997,-1.02370977,7
-48.399,4405347,-2384.58663,-2500,-2500,2499.9997,18.1177258,-3.55452299,2499.9997,-1.0150671,7
-48.398,4405348,-2376.76471,-2500,-2500,2499.9997,18.3072686,-3.60429287,2499.9997,-1.06483698,7
-48.397,4405349,-2408.91308,-2500,-2500,2499.9997,18.4246898,-3.61263752,2499.9997,-1.01029873,7
-48.396,4405350,-2445.18071,-2500,-2500,2499.9997,18.4389949,-3.69697809,2499.9997,-1.10358,7
-48.395,4405351,-2453.77511,-2500,-2500,2499.9997,18.3385611,-3.59684229,2499.9997,-0.851750374,7
-48.394,4405352,-2450.04326,-2500,-2500,2499.9997,18.4813142,-3.56018543,2499.9997,-0.919401646,7
-48.393,4405353,-2452.06594,-2500,-2500,2499.9997,18.4524059,-3.45081091,2499.9997,-0.753998756,7
-48.392,4405354,-2461.23195,-2500,-2500,2499.9997,18.286109,-3.51160765,2499.9997,-0.597834587,7
-48.391,4405355,-2482.9033,-2500,-2500,2499.9997,18.3394551,-3.5867095,2499.9997,-0.717043877,7
-48.39,4405356,-2499.14378,-2500,-2500,2499.9997,18.529892,-3.65704298,2499.9997,-0.736117363,7
-48.389,4405357,-2482.42944,-2500,-2500,2499.9997,18.6234713,-3.68714333,2499.9997,-0.531077385,7
-48.388,4405358,-2447.94518,-2500,-2500,2499.9997,18.5954571,-3.66359949,2499.9997,-0.631511211,7
-48.387,4405359,-2433.7551,-2500,-2500,2499.9997,18.5203552,-3.43799591,2499.9997,-0.743865967,7
-48.386,4405360,-2435.03481,-2500,-2500,2499.9997,18.3200836,-3.39388847,2499.9997,-0.801384449,7
-48.385,4405361,-2433.73811,-2500,-2500,2499.9997,18.158555,-3.45140696,2499.9997,-1.03592873,7
-48.384,4405362,-2425.48972,-2500,-2500,2499.9997,17.8524852,-3.47167253,2499.9997,-1.2204051,7
-48.383,4405363,-2404.74731,-2500,-2500,2499.9997,17.9296732,-3.6123395,2499.9997,-1.43349171,7
-48.382,4405364,-2377.11042,-2500,-2500,2499.9997,18.1275606,-3.59117985,2499.9997,-1.61737204,7
-48.381,4405365,-2381.17456,-2500,-2500,2499.9997,18.0572271,-3.60220671,2499.9997,-1.61468983,7
-48.38,4405366,-2421.70453,-2500,-2500,2499.9997,18.1037188,-3.74734402,2499.9997,-1.63733959,7
-48.379,4405367,-2449.11939,-2500,-2500,2499.9997,18.2321668,-3.70323658,2499.9997,-1.39355659,7
-48.378,4405368,-2450.18065,-2500,-2500,2499.9997,18.1910396,-3.76224518,2499.9997,-1.01834536,7
-48.377,4405369,-2447.173,-2500,-2500,2499.9997,18.0473924,-3.71724367,2499.9997,-1.06066465,7
-48.376,4405370,-2453.59391,-2500,-2500,2499.9997,18.1058049,-3.66985798,2499.9997,-1.11997128,7
-48.375,4405371,-2466.07631,-2500,-2500,2499.9997,18.106401,-3.67045403,2499.9997,-1.10983849,7
-48.374,4405372,-2489.93307,-2500,-2500,2499.9997,18.0479884,-3.61680984,2499.9997,-1.07854605,7
-48.373,4405373,-2499.30799,-2500,-2500,2499.9997,18.1275606,-3.58998775,2499.9997,-0.955760479,7
-48.372,4405374,-2471.81475,-2500,-2500,2499.9997,18.1338191,-3.65227461,2499.9997,-0.828504562,7
-48.371,4405375,-2442.13402,-2500,-2500,2499.9997,18.3391571,-3.7920475,2499.9997,-1.00821257,7
-48.37,4405376,-2437.51019,-2500,-2500,2499.9997,18.2047486,-3.69012356,2499.9997,-1.12921,7
-48.369,4405377,-2440.12952,-2500,-2500,2499.9997,18.1314349,-3.65674496,2499.9997,-1.31517649,7
-48.368,4405378,-2435.22286,-2500,-2500,2499.9997,18.1022286,-3.70621681,2499.9997,-1.29491091,7
-48.367,4405379,-2423.65181,-2500,-2500,2499.9997,18.107295,-3.73929739,2499.9997,-1.08987093,7
-48.366,4405380,-2395.89095,-2500,-2500,2499.9997,18.1588531,-3.56078148,2499.9997,-1.01000071,7
-48.365,4405381,-2375.98866,-2500,-2500,2499.9997,18.0274248,-3.67283821,2499.9997,-0.750124454,7
-48.364,4405382,-2396.46673,-2500,-2500,2499.9997,18.0783868,-3.70115042,2499.9997,-0.725984573,7
-48.363,4405383,-2435.44281,-2500,-2500,2499.9997,18.196106,-3.50356102,2499.9997,-0.704228878,7
-48.362,4405384,-2450.11896,-2500,-2500,2499.9997,18.0900097,-3.63260508,2499.9997,-0.733435154,7
-48.361,4405385,-2447.8057,-2500,-2500,2499.9997,18.1010365,-3.62247229,2499.9997,-0.752210617,7
-48.36,4405386,-2448.13323,-2500,-2500,2499.9997,18.1943178,-3.56972218,2499.9997,-0.701546669,7
-48.359,4405387,-2454.96333,-2500,-2500,2499.9997,18.2619691,-3.64869833,2499.9997,-0.911653042,7
-48.358,4405388,-2473.07479,-2500,-2500,2499.9997,18.3400512,-3.44365835,2499.9997,-0.955760479,7
-48.357,4405389,-2495.55945,-2500,-2500,2499.9997,18.5129046,-3.54677439,2499.9997,-0.762045383,7
-48.356,4405390,-2490.46206,-2500,-2500,2499.9997,18.5087323,-3.39865685,2499.9997,-0.748932362,7
-48.355,4405391,-2455.54239,-2500,-2500,2499.9997,18.517673,-3.16679478,2499.9997,-0.698268414,7
-48.354,4405392,-2433.76881,-2500,-2500,2499.9997,18.6026096,-3.17662954,2499.9997,-0.805854797,7
-48.353,4405393,-2434.99964,-2500,-2500,2499.9997,18.1531906,-3.34322453,2499.9997,-1.05828047,7
-48.352,4405394,-2437.55519,-2500,-2500,2499.9997,17.7818537,-3.50058079,2499.9997,-0.96231699,7
-48.351,4405395,-2433.48956,-2500,-2500,2499.9997,17.9305673,-3.5187602,2499.9997,-1.08748674,7
-48.35,4405396,-2419.45148,-2500,-2500,2499.9997,18.0578232,-3.6740303,2499.9997,-1.25586987,7
-48.349,4405397,-2390.97029,-2500,-2500,2499.9997,18.0640817,-3.84837389,2499.9997,-1.28388405,7
-48.348,4405398,-2384.15718,-2500,-2500,2499.9997,18.1511045,-3.94552946,2499.9997,-1.19417906,7
-48.347,4405399,-2416.02808,-2500,-2500,2499.9997,18.0983543,-3.90172005,2499.9997,-1.17450953,7
-48.346,4405400,-2449.12088,-2500,-2500,2499.9997,17.9421902,-4.04536724,2499.9997,-1.21325254,7
-48.345,4405401,-2454.907,-2500,-2500,2499.9997,17.8766251,-4.08798456,2499.9997,-1.23649836,7
-48.344,4405402,-2451.8165,-2500,-2500,2499.9997,17.8134441,-4.0641427,2499.9997,-1.16467476,7
-48.343,4405403,-2453.098,-2500,-2500,2499.9997,17.8638101,-3.84151936,2499.9997,-1.24931335,7
-48.342,4405404,-2462.58259,-2500,-2500,2499.9997,17.8778172,-3.87877226,2499.9997,-1.27106905,7
-48.341,4405405,-2485.18854,-2500,-2500,2499.9997,18.0390477,-3.77506018,2499.9997,-1.28597021,7
-48.34,4405406,-2500,-2500,-2500,2499.9997,18.042028,-3.78340483,2499.9997,-1.26123428,7
-48.339,4405407,-2483.90466,-2500,-2500,2499.9997,17.9859996,-3.94672155,2499.9997,-1.39117241,7
-48.338,4405408,-2449.15515,-2500,-2500,2499.9997,17.8804994,-3.80933285,2499.9997,-1.58697367,7
-48.337,4405409,-2435.28455,-2500,-2500,2499.9997,17.914772,-3.79025936,2499.9997,-1.75893307,7
-48.336,4405410,-2437.07865,-2500,-2500,2499.9997,17.965138,-3.71307135,2499.9997,-1.67578459,7
-48.335,4405411,-2434.97044,-2500,-2500,2499.9997,17.9889798,-3.87012959,2499.9997,-1.55359507,7
-48.334,4405412,-2424.92497,-2500,-2500,2499.9997,17.9755688,-3.89605761,2499.9997,-1.5103817,7
-48.333,4405413,-2404.1456,-2500,-2500,2499.9997,18.0459023,-3.94672155,2499.9997,-1.50114298,7
-48.332,4405414,-2380.39047,-2500,-2500,2499.9997,18.1087852,-3.8805604,2499.9997,-1.30683184,7
-48.331,4405415,-2389.84853,-2500,-2500,2499.9997,18.2014704,-3.99291515,2499.9997,-0.995695591,7
-48.33,4405416,-2430.62496,-2500,-2500,2499.9997,18.2074308,-4.07844782,2499.9997,-0.971853733,7
-48.329,4405417,-2455.92117,-2500,-2500,2499.9997,17.9934502,-3.99947166,2499.9997,-1.03265047,7
-48.328,4405418,-2456.32678,-2500,-2500,2499.9997,17.8980827,-4.14043665,2499.9997,-1.16705894,7
-48.327,4405419,-2455.10072,-2500,-2500,2499.9997,18.0009007,-4.06742096,2499.9997,-1.23798847,7
-48.326,4405420,-2459.84703,-2500,-2500,2499.9997,18.0566311,-4.02063131,2499.9997,-1.34944916,7
-48.325,4405421,-2470.83664,-2500,-2500,2499.9997,18.1132555,-4.00304794,2499.9997,-1.23679638,7
-48.324,4405422,-2494.38763,-2500,-2500,2499.9997,18.1123614,-3.94225121,2499.9997,-1.35719776,7
-48.323,4405423,-2500,-2500,-2500,2499.9997,18.2458758,-3.79383564,2499.9997,-1.43259764,7
-48.322,4405424,-2473.65326,-2500,-2500,2499.9997,18.0947781,-3.74674797,2499.9997,-1.44630671,7
-48.321,4405425,-2443.62831,-2500,-2500,2499.9997,18.1511045,-3.63558531,2499.9997,-1.47819519,7
-48.32,4405426,-2438.04365,-2500,-2500,2499.9997,18.0858374,-3.76552343,2499.9997,-1.5065074,7
-48.319,4405427,-2439.91584,-2500,-2500,2499.9997,18.0518627,-3.65972519,2499.9997,-1.41710043,7
-48.318,4405428,-2432.82318,-2500,-2500,2499.9997,18.0262327,-3.50385904,2499.9997,-1.54823065,7
-48.317,4405429,-2420.02457,-2500,-2500,2499.9997,17.8900361,-3.3634901,2499.9997,-1.55895948,7
-48.316,4405430,-2393.43256,-2500,-2500,2499.9997,17.9517269,-3.77506018,2499.9997,-1.66833401,7
-48.315,4405431,-2375.34165,-2500,-2500,2499.9997,17.8816915,-3.81857157,2499.9997,-1.73449516,7
-48.314,4405432,-2396.94327,-2500,-2500,2499.9997,17.8068876,-3.89039516,2499.9997,-1.84834003,7
-48.313,4405433,-2437.03157,-2500,-2500,2499.9997,17.9097056,-3.86506319,2499.9997,-2.04265118,7
-48.312,4405434,-2451.57778,-2500,-2500,2499.9997,18.1049109,-3.96668911,2499.9997,-2.24143267,7
-48.311,4405435,-2450.11955,-2500,-2500,2499.9997,18.3725357,-3.98933887,2499.9997,-2.0635128,7
-48.31,4405436,-2452.47096,-2500,-2500,2499.9997,18.3692575,-3.83645296,2499.9997,-2.02536583,7
-48.309,4405437,-2459.52785,-2500,-2500,2499.9997,18.3141232,-3.89039516,2499.9997,-1.90556049,7
-48.308,4405438,-2477.35381,-2500,-2500,2499.9997,18.1651115,-3.93152237,2499.9997,-2.21371651,7
-48.307,4405439,-2499.92907,-2500,-2500,2499.9997,18.1925297,-3.98516655,2499.9997,-2.37464905,7
-48.306,4405440,-2495.09811,-2500,-2500,2499.9997,18.0774927,-3.8048625,2499.9997,-2.37673521,7
-48.305,4405441,-2460.04492,-2500,-2500,2499.9997,17.9347396,-3.86804342,2499.9997,-2.23964453,7
-48.304,4405442,-2440.12564,-2500,-2500,2499.9997,17.8447366,-3.68386507,2499.9997,-2.48402357,7
-48.303,4405443,-2441.01793,-2500,-2500,2499.9997,17.9353356,-3.90261412,2499.9997,-2.81333923,7
-48.302,4405444,-2440.92822,-2500,-2500,2499.9997,17.913878,-3.97562981,2499.9997,-2.87950039,7
-48.301,4405445,-2434.75467,-2500,-2500,2499.9997,17.9564953,-3.89993191,2499.9997,-2.92152166,7
-48.3,4405446,-2417.90146,-2500,-2500,2499.9997,17.9517269,-3.81797552,2499.9997,-3.05444002,7
-48.299,4405447,-2388.60488,-2500,-2500,2499.9997,18.0518627,-4.06116247,2499.9997,-3.17156315,7
-48.298,4405448,-2382.21318,-2500,-2500,2499.9997,17.876327,-3.93897295,2499.9997,-3.37034464,7
-48.297,4405449,-2413.43766,-2500,-2500,2499.9997,18.0232525,-4.05281782,2499.9997,-3.46451998,7
-48.296,4405450,-2446.56414,-2500,-2500,2499.9997,18.0071592,-4.07189131,2499.9997,-3.55899334,7
-48.295,4405451,-2453.75395,-2500,-2500,2499.9997,18.1221962,-4.20480967,2499.9997,-3.58343124,7
-48.294,4405452,-2449.8558,-2500,-2500,2499.9997,18.1251764,-4.08262014,2499.9997,-3.76939774,7
-48.293,4405453,-2451.6961,-2500,-2500,2499.9997,18.1806087,-3.84688377,2499.9997,-3.64720821,7
-48.292,4405454,-2461.22926,-2500,-2500,2499.9997,18.1123614,-3.76015902,2499.9997,-3.55392694,7
-48.291,4405455,-2483.38521,-2500,-2500,2499.9997,17.9895759,-3.68922949,2499.9997,-3.52680683,7
-48.29,4405456,-2499.61138,-2500,-2500,2499.9997,17.7121162,-3.75956297,2499.9997,-3.39955091,7
-48.289,4405457,-2480.51882,-2500,-2500,2499.9997,17.5610185,-3.70055437,2499.9997,-3.48716974,7
-48.288,4405458,-2446.98554,-2500,-2500,2499.9997,17.5729394,-3.657341,2499.9997,-3.3685565,7
-48.287,4405459,-2437.44552,-2500,-2500,2499.9997,17.5216794,-3.89426947,2499.9997,-3.22282314,7
-48.286,4405460,-2439.79186,-2500,-2500,2499.9997,17.6295638,-3.88860703,2499.9997,-3.07351351,7
-48.285,4405461,-2439.3028,-2500,-2500,2499.9997,17.8435445,-3.80694866,2499.9997,-2.9489398,7
-48.284,4405462,-2431.48237,-2500,-2500,2499.9997,17.8909302,-3.65823507,2499.9997,-2.65836716,7
-48.283,4405463,-2411.40723,-2500,-2500,2499.9997,17.8289413,-3.66896391,2499.9997,-2.67058611,7
-48.282,4405464,-2386.42067,-2500,-2500,2499.9997,17.8965926,-3.78668308,2499.9997,-2.71171331,7
-48.281,4405465,-2393.17119,-2500,-2500,2499.9997,17.9558992,-3.84628773,2499.9997,-2.52693892,7
-48.28,4405466,-2431.17094,-2500,-2500,2499.9997,18.055439,-3.80396843,2499.9997,-2.55823135,7
-48.279,4405467,-2455.05005,-2500,-2500,2499.9997,18.1531906,-3.67969275,2499.9997,-2.57670879,7
-48.278,4405468,-2455.58947,-2500,-2500,2499.9997,18.1734562,-3.58968973,2499.9997,-2.58356333,7
-48.277,4405469,-2454.38039,-2500,-2500,2499.9997,18.068552,-3.75688076,2499.9997,-2.53498554,7
-48.276,4405470,-2459.8819,-2500,-2500,2499.9997,18.2235241,-3.77506018,2499.9997,-2.45839357,7
