time_s,frame,ch0_mv,ch1_mv,ch2_mv,status
-51.043,436744,-2399.19066,1176.62489,-1691.92433,1
-51.042,436745,-2403.88542,1176.55843,-1691.60277,1
-51.041,436746,-2415.43651,1175.44055,-1690.77754,1
-51.04,436747,-2435.18174,1173.55287,-1690.27746,1
-51.039,436748,-2438.15929,1171.81689,-1687.92754,1
-51.038,436749,-2412.58472,1172.76996,-1684.75747,1
-51.037,436750,-2388.722,1174.46214,-1683.75075,1
-51.036,436751,-2384.51093,1175.74036,-1686.43922,1
-51.035,436752,-2384.96691,1175.49181,-1688.08699,1
-51.034,436753,-2380.33026,1175.13061,-1690.2408,1
-51.033,436754,-2369.82048,1177.724,-1690.29891,1
-51.032,436755,-2346.42714,1180.38476,-1688.11738,1
-51.031,436756,-2333.44376,1181.0872,-1690.59575,1
-51.03,436757,-2353.36691,1179.8808,-1695.03391,1
-51.029,436758,-2386.03115,1179.14796,-1696.03676,1
-51.028,436759,-2398.12165,1178.11799,-1694.73022,1
-51.027,436760,-2396.8482,1178.37489,-1692.93791,1
-51.026,436761,-2398.11659,1178.80136,-1690.82016,1
-51.025,436762,-2402.8632,1178.28697,-1690.20772,1
-51.024,436763,-2418.25461,1175.67152,-1690.66548,1
-51.023,436764,-2437.22409,1172.64479,-1689.80092,1
-51.022,436765,-2430.17823,1171.96918,-1686.40733,1
-51.021,436766,-2401.2506,1173.86818,-1683.34007,1
-51.02,436767,-2385.14364,1176.20319,-1683.11059,1
-51.019,436768,-2384.84621,1178.16418,-1685.22656,1
-51.018,436769,-2384.97376,1176.59271,-1687.42925,1
-51.017,436770,-2379.89008,1177.20693,-1688.74562,1
-51.016,436771,-2364.58838,1178.89673,-1688.2208,1
-51.015,436772,-2340.28637,1182.473,-1687.77823,1
-51.014,436773,-2336.3632,1182.49655,-1691.29014,1
-51.013,436774,-2365.78405,1182.36095,-1695.21511,1
-51.012,436775,-2391.31361,1180.49949,-1696.18607,1
-51.011,436776,-2397.19182,1176.08517,-1693.74704,1
-51.01,436777,-2395.37716,1176.28485,-1692.51502,1
-51.009,436778,-2397.78548,1176.60046,-1691.43885,1
-51.008,436779,-2405.38746,1175.52936,-1692.17139,1
-51.007,436780,-2424.61085,1172.2526,-1692.54273,1
-51.006,436781,-2437.49738,1170.55535,-1690.02205,1
-51.005,436782,-2419.71672,1172.3879,-1686.76376,1
-51.004,436783,-2391.77525,1173.5782,-1684.31222,1
-51.003,436784,-2384.19861,1176.40734,-1684.47196,1
-51.002,436785,-2386.36374,1178.1612,-1686.37812,1
-51.001,436786,-2385.23632,1177.93053,-1686.94407,1
-51,436787,-2377.42156,1178.08431,-1688.59303,1
-50.999,436788,-2356.03601,1179.95232,-1688.94708,1
-50.998,436789,-2337.07845,1182.96593,-1689.75919,1
-50.997,436790,-2346.71563,1182.47539,-1692.87473,1
-50.996,436791,-2380.59998,1180.62139,-1695.4872,1
-50.995,436792,-2398.81337,1178.56503,-1695.38647,1
-50.994,436793,-2398.26739,1176.58913,-1693.38644,1
-50.993,436794,-2395.64955,1178.25627,-1691.63972,1
-50.992,436795,-2398.70131,1177.14226,-1691.32292,1
-50.991,436796,-2411.03977,1173.80053,-1691.0091,1
-50.99,436797,-2430.73165,1171.88185,-1692.74479,1
-50.989,436798,-2431.31369,1170.75861,-1689.2159,1
-50.988,436799,-2405.08944,1171.69291,-1684.82721,1
-50.987,436800,-2384.13632,1173.42412,-1683.76774,1
-50.986,436801,-2380.78594,1176.29021,-1686.18262,1
-50.985,436802,-2382.87121,1176.66483,-1687.20484,1
-50.984,436803,-2381.30331,1177.77735,-1688.41332,1
-50.983,436804,-2371.17738,1179.2171,-1689.21322,1
-50.982,436805,-2348.21647,1181.51516,-1687.9189,1
-50.981,436806,-2336.43383,1184.00455,-1690.1651,1
-50.98,436807,-2357.13989,1182.80262,-1694.50551,1
-50.979,436808,-2389.6423,1180.78172,-1696.1661,1
-50.978,436809,-2399.22643,1178.6887,-1696.226,1
-50.977,436810,-2396.86042,1177.0469,-1694.13477,1
-50.976,436811,-2398.55081,1177.99073,-1692.66343,1
-50.975,436812,-2404.69307,1175.97103,-1690.83238,1
-50.974,436813,-2421.4974,1174.40134,-1691.55449,1
-50.973,436814,-2438.08389,1172.04279,-1691.13576,1
-50.972,436815,-2428.40409,1172.27167,-1688.36802,1
-50.971,436816,-2398.12464,1173.39015,-1683.44259,1
-50.97,436817,-2383.55488,1175.30823,-1684.14414,1
-50.969,436818,-2382.96121,1176.86629,-1686.31792,1
-50.968,436819,-2383.50093,1176.72443,-1688.02708,1
-50.967,436820,-2377.34705,1176.8955,-1689.01652,1
-50.966,436821,-2361.48357,1179.34227,-1688.97778,1
-50.965,436822,-2337.1321,1181.4931,-1689.12709,1
-50.964,436823,-2337.11421,1182.26409,-1691.99586,1
-50.963,436824,-2367.58739,1181.64271,-1697.47561,1
-50.962,436825,-2391.34818,1180.40502,-1698.19593,1
-50.961,436826,-2394.52541,1177.05315,-1695.4568,1
-50.96,436827,-2392.70478,1177.99282,-1693.18855,1
-50.959,436828,-2395.65492,1178.55668,-1692.30223,1
-50.958,436829,-2405.83152,1176.56618,-1691.32411,1
-50.957,436830,-2427.84351,1173.69622,-1690.97722,1
-50.956,436831,-2437.71523,1173.21938,-1689.72492,1
-50.955,436832,-2418.468,1173.81155,-1684.76135,1
-50.954,436833,-2392.44699,1174.81381,-1682.93238,1
-50.953,436834,-2385.84757,1176.7441,-1684.79085,1
-50.952,436835,-2386.59471,1177.12826,-1686.6073,1
-50.951,436836,-2382.66587,1177.73682,-1687.21229,1
-50.95,436837,-2374.08459,1177.89775,-1688.75426,1
-50.949,436838,-2353.92064,1180.23664,-1687.85185,1
-50.948,436839,-2335.78503,1181.98633,-1688.75933,1
-50.947,436840,-2346.47989,1181.35124,-1692.90364,1
-50.946,436841,-2380.22983,1180.40919,-1697.63446,1
-50.945,436842,-2395.09583,1177.80924,-1697.90179,1
-50.944,436843,-2393.26179,1176.12988,-1695.73188,1
-50.943,436844,-2393.39203,1176.59599,-1695.09977,1
-50.942,436845,-2397.46213,1176.83589,-1693.39061,1
-50.941,436846,-2409.58333,1173.91407,-1691.67489,1
-50.94,436847,-2430.44287,1170.10593,-1690.86128,1
-50.939,436848,-2432.6095,1170.00014,-1688.26312,1
-50.938,436849,-2406.45975,1171.98825,-1684.06337,1
-50.937,436850,-2384.84651,1174.45678,-1683.52813,1
-50.936,436851,-2383.69524,1176.55694,-1685.45932,1
-50.935,436852,-2386.62839,1177.36757,-1685.99755,1
-50.934,436853,-2383.94499,1176.55814,-1688.50869,1
-50.933,436854,-2371.72306,1178.54416,-1689.53687,1
-50.932,436855,-2347.42701,1179.95918,-1688.97986,1
-50.931,436856,-2337.46976,1181.91183,-1690.51468,1
-50.93,436857,-2359.16495,1180.9507,-1694.45246,1
-50.929,436858,-2390.02764,1180.38774,-1696.0761,1
-50.928,436859,-2398.45902,1177.20842,-1695.11586,1
-50.927,436860,-2397.5122,1176.66066,-1693.67909,1
-50.926,436861,-2398.42623,1176.50568,-1693.95775,1
-50.925,436862,-2402.59469,1175.93557,-1692.86519,1
-50.924,436863,-2419.07775,1172.30237,-1692.79009,1
-50.923,436864,-2435.05478,1169.20292,-1691.79291,1
-50.922,436865,-2424.60459,1169.49946,-1687.69211,1
-50.921,436866,-2394.38057,1172.1319,-1683.17109,1
-50.92,436867,-2380.88876,1174.33608,-1684.61859,1
-50.919,436868,-2381.72293,1175.5988,-1686.57303,1
-50.918,436869,-2382.57706,1175.18663,-1687.34282,1
-50.917,436870,-2376.91522,1176.02736,-1688.3862,1
-50.916,436871,-2361.33575,1177.97494,-1689.00579,1
-50.915,436872,-2337.7952,1180.71139,-1688.66843,1
-50.914,436873,-2339.92338,1182.14488,-1691.38789,1
-50.913,436874,-2370.92316,1181.07319,-1696.47813,1
-50.912,436875,-2395.35242,1179.05855,-1697.57575,1
-50.911,436876,-2400.08205,1177.5443,-1694.63634,1
-50.91,436877,-2398.77135,1176.88715,-1693.91215,1
-50.909,436878,-2403.03189,1176.12571,-1692.0507,1
-50.908,436879,-2411.48144,1174.51519,-1691.77502,1
-50.907,436880,-2429.60811,1172.95563,-1693.04997,1
-50.906,436881,-2438.3983,1171.6488,-1689.93711,1
-50.905,436882,-2416.23998,1171.77635,-1685.24593,1
-50.904,436883,-2388.43322,1173.2614,-1683.74449,1
-50.903,436884,-2380.6861,1175.70609,-1685.04983,1
-50.902,436885,-2383.4604,1175.80593,-1686.12272,1
-50.901,436886,-2381.19632,1175.7949,-1687.33925,1
-50.9,436887,-2373.13211,1175.91113,-1688.58558,1
-50.899,436888,-2352.33337,1178.18475,-1687.36905,1
-50.898,436889,-2333.43393,1181.06991,-1689.43316,1
-50.897,436890,-2347.13763,1181.37419,-1693.16977,1
-50.896,436891,-2380.60743,1179.76278,-1695.82278,1
-50.895,436892,-2396.06291,1176.81056,-1694.9445,1
-50.894,436893,-2395.57564,1175.59612,-1693.13163,1
-50.893,436894,-2396.84135,1176.66036,-1692.11239,1
-50.892,436895,-2402.24212,1177.17683,-1691.74403,1
-50.891,436896,-2415.93331,1174.3468,-1691.09106,1
-50.89,436897,-2436.71596,1172.93328,-1691.48326,1
-50.889,436898,-2436.52374,1172.12206,-1688.46607,1
-50.888,436899,-2407.30107,1174.29823,-1682.82241,1
-50.887,436900,-2387.79545,1175.81099,-1683.94089,1
-50.886,436901,-2385.73253,1177.73443,-1684.76313,1
-50.885,436902,-2388.15129,1177.61761,-1685.73171,1
-50.884,436903,-2384.04244,1176.82964,-1687.0445,1
-50.883,436904,-2370.06068,1177.7848,-1688.52985,1
-50.882,436905,-2345.66063,1180.92209,-1687.95913,1
-50.881,436906,-2337.27574,1182.12134,-1690.72002,1
-50.88,436907,-2359.61348,1181.28151,-1695.64188,1
-50.879,436908,-2388.97592,1178.08253,-1697.62313,1
-50.878,436909,-2396.05695,1176.26131,-1696.47604,1
-50.877,436910,-2393.85337,1176.42105,-1693.42518,1
-50.876,436911,-2394.9334,1176.55039,-1692.41548,1
-50.875,436912,-2401.48604,1175.13269,-1690.73552,1
-50.874,436913,-2420.27283,1172.94163,-1691.37865,1
-50.873,436914,-2436.41347,1170.71718,-1690.28044,1
-50.872,436915,-2425.58539,1170.70138,-1686.37097,1
-50.871,436916,-2396.55763,1172.63228,-1683.57044,1
-50.87,436917,-2383.78137,1174.9351,-1684.76522,1
-50.869,436918,-2384.65428,1177.13273,-1687.33388,1
-50.868,436919,-2384.97943,1177.24895,-1687.48647,1
-50.867,436920,-2379.37421,1178.21515,-1688.45147,1
-50.866,436921,-2361.93389,1179.17091,-1687.71923,1
-50.865,436922,-2340.5087,1182.25962,-1687.62147,1
-50.864,436923,-2343.00882,1182.52009,-1691.63555,1
-50.863,436924,-2374.31794,1180.90957,-1696.06388,1
-50.862,436925,-2397.46809,1179.05259,-1695.74261,1
-50.861,436926,-2399.56528,1176.96136,-1693.60787,1
-50.86,436927,-2397.33815,1175.75675,-1692.56002,1
-50.859,436928,-2399.95092,1175.52072,-1691.80542,1
-50.858,436929,-2408.43475,1174.52562,-1691.56224,1
-50.857,436930,-2427.50794,1171.33439,-1692.36541,1
-50.856,436931,-2435.57185,1168.89358,-1689.20368,1
-50.855,436932,-2414.03818,1170.96096,-1684.89069,1
-50.854,436933,-2388.59296,1172.60993,-1683.2751,1
-50.853,436934,-2382.16341,1175.94451,-1686.18947,1
-50.852,436935,-2383.74919,1176.44191,-1687.08295,1
-50.851,436936,-2382.40629,1175.16339,-1688.69734,1
-50.85,436937,-2372.79326,1176.02617,-1689.98331,1
-50.849,436938,-2352.32145,1179.72642,-1689.1855,1
-50.848,436939,-2336.60072,1181.52112,-1690.23246,1
-50.847,436940,-2351.02475,1180.44853,-1694.44531,1
-50.846,436941,-2384.69183,1180.04858,-1696.01738,1
-50.845,436942,-2399.58882,1177.91712,-1694.90427,1
-50.844,436943,-2399.08785,1177.80596,-1692.22593,1
-50.843,436944,-2399.13225,1178.40946,-1691.11818,1
-50.842,436945,-2403.89615,1176.81086,-1692.02328,1
-50.841,436946,-2417.8189,1175.31389,-1690.48786,1
-50.84,436947,-2438.04812,1172.08064,-1690.47624,1
-50.839,436948,-2434.85183,1172.85967,-1687.39259,1
-50.838,436949,-2405.81274,1173.79993,-1682.72287,1
-50.837,436950,-2386.83969,1173.67446,-1684.85135,1
-50.836,436951,-2385.00506,1175.08173,-1685.50909,1
-50.835,436952,-2384.99939,1176.06223,-1686.43683,1
-50.834,436953,-2379.58521,1176.09888,-1688.74621,1
-50.833,436954,-2367.18535,1176.94348,-1688.42524,1
-50.832,436955,-2342.55642,1180.72212,-1687.23106,1
-50.831,436956,-2334.61648,1181.4779,-1690.13828,1
-50.83,436957,-2359.91091,1181.61947,-1694.58926,1
-50.829,436958,-2390.62369,1178.67082,-1695.72145,1
-50.828,436959,-2398.31924,1176.85676,-1693.56674,1
-50.827,436960,-2396.87413,1176.56201,-1692.09361,1
-50.826,436961,-2397.98039,1177.4227,-1691.10984,1
-50.825,436962,-2404.47134,1176.39273,-1692.15202,1
-50.824,436963,-2422.57774,1174.14922,-1692.69741,1
-50.823,436964,-2437.63804,1173.22564,-1690.59634,1
-50.822,436965,-2424.7548,1173.08527,-1685.69326,1
-50.821,436966,-2395.76429,1174.22312,-1682.92522,1
-50.82,436967,-2384.65428,1176.90563,-1685.35024,1
-50.819,436968,-2386.84714,1177.29068,-1686.91576,1
-50.818,436969,-2386.82866,1176.8052,-1687.10977,1
-50.817,436970,-2381.17099,1178.71195,-1688.04854,1
-50.816,436971,-2362.96386,1180.3174,-1686.62727,1
-50.815,436972,-2340.50095,1182.06084,-1687.32166,1
-50.814,436973,-2343.85699,1181.83702,-1691.5828,1
-50.813,436974,-2374.34536,1180.54926,-1695.74648,1
-50.812,436975,-2394.70273,1178.42048,-1695.1859,1
-50.811,436976,-2396.065,1175.75735,-1693.47823,1
-50.81,436977,-2395.24186,1175.87984,-1692.47508,1
-50.809,436978,-2398.79698,1176.19634,-1691.04159,1
-50.808,436979,-2408.26637,1173.84762,-1692.15649,1
-50.807,436980,-2427.82444,1170.00461,-1691.69694,1
-50.806,436981,-2434.87358,1170.89599,-1689.17954,1
-50.805,436982,-2412.62674,1172.25587,-1684.88503,1
-50.804,436983,-2387.22801,1174.56913,-1684.15278,1
-50.803,436984,-2381.7867,1176.71281,-1685.6432,1
-50.802,436985,-2384.05824,1178.10786,-1686.73128,1
-50.801,436986,-2383.4461,1177.23495,-1687.79254,1
-50.8,436987,-2374.98283,1179.03084,-1688.17312,1
-50.799,436988,-2352.82004,1181.2073,-1687.22898,1
-50.798,436989,-2338.37724,1183.36648,-1688.70002,1
-50.797,436990,-2354.66242,1183.71874,-1692.69413,1
-50.796,436991,-2388.52143,1181.26839,-1695.61952,1
-50.795,436992,-2401.24971,1177.50049,-1694.88102,1
-50.794,436993,-2398.6569,1176.9852,-1693.74794,1
-50.793,436994,-2397.55154,1178.0414,-1693.3763,1
-50.792,436995,-2401.65114,1177.4233,-1691.8391,1
-50.791,436996,-2417.76079,1174.14325,-1690.36239,1
-50.79,436997,-2436.52821,1171.10372,-1690.35882,1
-50.789,436998,-2431.25647,1170.96692,-1688.17461,1
-50.788,436999,-2403.22322,1172.70052,-1685.31477,1
-50.787,437000,-2384.32705,1174.80725,-1684.286,1
-50.786,437001,-2381.95628,1176.23717,-1686.0044,1
-50.785,437002,-2382.10559,1176.26995,-1687.74128,1
-50.784,437003,-2377.35361,1176.25386,-1689.05854,1
-50.783,437004,-2364.223,1178.43747,-1689.97288,1
-50.782,437005,-2342.13829,1181.60635,-1689.24332,1
-50.781,437006,-2337.96924,1181.18405,-1691.25617,1
-50.78,437007,-2364.96687,1181.69904,-1696.36458,1
-50.779,437008,-2394.43958,1180.52214,-1697.96348,1
-50.778,437009,-2402.34941,1177.62685,-1695.86778,1
-50.777,437010,-2399.49286,1177.84441,-1693.94225,1
-50.776,437011,-2401.66306,1179.16524,-1691.69158,1
-50.775,437012,-2409.02156,1177.22332,-1690.65684,1
-50.774,437013,-2427.04719,1173.24412,-1690.95516,1
-50.773,437014,-2441.64735,1171.20981,-1689.15182,1
-50.772,437015,-2426.60761,1172.08838,-1685.4313,1
-50.771,437016,-2397.77893,1174.95865,-1682.87814,1
-50.77,437017,-2386.17331,1177.01948,-1682.52259,1
-50.769,437018,-2387.214,1177.06925,-1684.57031,1
-50.768,437019,-2387.33411,1176.8657,-1686.27113,1
-50.767,437020,-2377.35212,1176.74142,-1688.51078,1
-50.766,437021,-2358.40172,1179.00133,-1688.80612,1
-50.765,437022,-2335.67595,1180.97901,-1689.28623,1
-50.764,437023,-2341.1724,1181.65165,-1692.79546,1
-50.763,437024,-2373.89743,1181.02521,-1696.2114,1
-50.762,437025,-2394.75518,1179.23737,-1696.64949,1
-50.761,437026,-2396.48014,1177.81013,-1694.75555,1
-50.76,437027,-2395.8689,1178.11501,-1692.00093,1
-50.759,437028,-2399.78731,1177.82563,-1690.90092,1
-50.758,437029,-2411.45492,1175.63158,-1691.17689,1
-50.757,437030,-2432.03789,1173.32816,-1691.7035,1
-50.756,437031,-2437.132,1171.99957,-1689.43197,1
-50.755,437032,-2413.11222,1173.08021,-1685.18007,1
-50.754,437033,-2389.3863,1176.01722,-1683.55405,1
-50.753,437034,-2385.20354,1178.4336,-1684.87489,1
-50.752,437035,-2388.47762,1178.03276,-1686.68211,1
-50.751,437036,-2385.30546,1176.63056,-1688.45892,1
-50.75,437037,-2375.3041,1177.93113,-1688.74294,1
-50.749,437038,-2351.13651,1181.02103,-1687.97672,1
-50.748,437039,-2335.60055,1181.6141,-1690.02712,1
-50.747,437040,-2352.07289,1181.75268,-1693.57926,1
-50.746,437041,-2384.46057,1180.68188,-1696.80864,1
-50.745,437042,-2396.63452,1177.98805,-1694.93169,1
-50.744,437043,-2395.95592,1176.956,-1693.03656,1
-50.743,437044,-2395.91449,1177.51181,-1692.46167,1
-50.742,437045,-2400.84141,1176.82874,-1691.1,1
-50.741,437046,-2415.74168,1172.85967,-1691.87039,1
-50.74,437047,-2433.38972,1171.39518,-1691.79469,1
-50.739,437048,-2428.52449,1171.18269,-1689.24659,1
-50.738,437049,-2400.06834,1172.87308,-1685.67389,1
-50.737,437050,-2384.5607,1175.87477,-1685.74065,1
-50.736,437051,-2384.91118,1178.54029,-1687.34908,1
-50.735,437052,-2386.99704,1177.64831,-1687.67363,1
-50.734,437053,-2382.43729,1177.32942,-1688.02112,1
-50.733,437054,-2369.08615,1180.25362,-1686.20825,1
-50.732,437055,-2345.40313,1184.25369,-1686.97745,1
-50.731,437056,-2341.87245,1184.37231,-1690.65654,1
-50.73,437057,-2369.47715,1182.73973,-1694.4477,1
-50.729,437058,-2397.3605,1181.36257,-1695.62161,1
-50.728,437059,-2401.87049,1179.39293,-1692.83658,1
-50.727,437060,-2399.70863,1178.1773,-1691.02609,1
-50.726,437061,-2400.45547,1177.44058,-1690.27209,1
-50.725,437062,-2407.87357,1175.48406,-1689.69482,1
-50.724,437063,-2426.08219,1173.6834,-1690.40203,1
-50.723,437064,-2437.30277,1171.99242,-1688.91251,1
-50.722,437065,-2420.3375,1172.4928,-1685.88489,1
-50.721,437066,-2392.48782,1175.27634,-1685.01586,1
-50.72,437067,-2382.24983,1176.20111,-1686.54412,1
-50.719,437068,-2384.35,1176.40167,-1687.25461,1
-50.718,437069,-2383.053,1177.04004,-1688.64846,1
-50.717,437070,-2375.77289,1178.12634,-1689.04394,1
-50.716,437071,-2356.85647,1180.29147,-1687.56843,1
-50.715,437072,-2336.72291,1182.78384,-1688.89165,1
-50.714,437073,-2345.79772,1182.69324,-1693.77834,1
-50.713,437074,-2379.43441,1181.02819,-1697.66128,1
-50.712,437075,-2397.69489,1179.83252,-1695.17815,1
-50.711,437076,-2398.80562,1177.66201,-1692.90721,1
-50.71,437077,-2397.06159,1178.51645,-1692.50041,1
-50.709,437078,-2401.45028,1178.5236,-1690.97334,1
-50.708,437079,-2413.88381,1175.8855,-1689.8486,1
-50.707,437080,-2435.67437,1172.00851,-1690.96142,1
-50.706,437081,-2439.574,1170.70258,-1688.89552,1
-50.705,437082,-2414.01106,1172.93209,-1684.90142,1
-50.704,437083,-2389.77045,1174.35843,-1684.22848,1
-50.703,437084,-2384.57769,1176.05031,-1685.53442,1
-50.702,437085,-2385.65832,1176.72384,-1688.25954,1
-50.701,437086,-2382.18904,1176.7754,-1689.45998,1
-50.7,437087,-2371.63216,1177.96898,-1689.33511,1
-50.699,437088,-2347.53102,1180.62377,-1689.11904,1
-50.698,437089,-2334.93507,1181.94908,-1689.96781,1
-50.697,437090,-2353.79249,1182.14101,-1693.67939,1
-50.696,437091,-2384.6817,1179.0514,-1695.43326,1
-50.695,437092,-2395.6567,1178.06166,-1693.80277,1
-50.694,437093,-2395.58786,1178.38562,-1692.86996,1
-50.693,437094,-2396.10344,1177.80119,-1692.85744,1
-50.692,437095,-2400.43014,1177.7842,-1690.70601,1
-50.691,437096,-2417.28842,1175.36545,-1691.67429,1
-50.69,437097,-2436.31572,1172.33217,-1691.11878,1
-50.689,437098,-2429.71241,1172.80036,-1687.12407,1
-50.688,437099,-2403.02473,1173.94537,-1683.5916,1
-50.687,437100,-2388.26901,1177.23376,-1683.44647,1
-50.686,437101,-2388.12745,1177.65397,-1684.45736,1
-50.685,437102,-2388.5417,1177.90103,-1685.87476,1
-50.684,437103,-2382.34758,1177.92815,-1686.97089,1
-50.683,437104,-2367.70928,1179.75593,-1687.73443,1
-50.682,437105,-2342.6494,1182.03819,-1687.42329,1
-50.681,437106,-2339.29962,1183.23565,-1690.89258,1
-50.68,437107,-2368.20191,1181.52499,-1695.03152,1
-50.679,437108,-2394.38295,1178.45505,-1695.11527,1
-50.678,437109,-2398.30077,1175.53353,-1693.87579,1
-50.677,437110,-2397.38792,1175.79788,-1693.23325,1
-50.676,437111,-2398.07487,1177.84202,-1692.40564,1
-50.675,437112,-2405.38746,1176.81533,-1691.0553,1
-50.674,437113,-2425.56244,1173.08795,-1692.29269,1
-50.673,437114,-2437.46817,1171.49562,-1691.04695,1
-50.672,437115,-2418.9356,1172.53274,-1685.75794,1
-50.671,437116,-2392.36027,1174.91364,-1683.16752,1
-50.67,437117,-2383.86661,1177.0311,-1683.84701,1
-50.669,437118,-2385.84429,1177.95914,-1685.37587,1
-50.668,437119,-2385.35076,1177.70344,-1686.66899,1
-50.667,437120,-2378.83389,1179.71152,-1688.53998,1
-50.666,437121,-2360.61215,1181.22876,-1687.62088,1
-50.665,437122,-2340.47443,1183.31164,-1689.20517,1
-50.664,437123,-2348.40989,1183.32684,-1692.53647,1
-50.663,437124,-2380.40268,1182.70159,-1694.94569,1
-50.662,437125,-2401.15374,1179.91388,-1694.58926,1
-50.661,437126,-2402.01175,1178.11561,-1691.84417,1
-50.66,437127,-2399.17636,1177.96928,-1690.82701,1
-50.659,437128,-2402.32944,1177.75947,-1691.19686,1
-50.658,437129,-2413.07318,1176.58049,-1691.2061,1
-50.657,437130,-2433.90083,1172.92494,-1691.08331,1
-50.656,437131,-2435.95034,1172.90407,-1688.89493,1
-50.655,437132,-2410.04318,1173.98739,-1684.24398,1
-50.654,437133,-2386.34825,1175.04269,-1684.93271,1
-50.653,437134,-2382.86555,1176.76079,-1685.2808,1
-50.652,437135,-2384.10443,1176.30243,-1686.18023,1
-50.651,437136,-2380.40239,1174.8147,-1686.7286,1
-50.65,437137,-2370.33576,1178.44075,-1688.22467,1
-50.649,437138,-2347.62102,1182.50132,-1688.39842,1
-50.648,437139,-2337.16726,1183.24876,-1689.77559,1
-50.647,437140,-2357.67186,1182.77758,-1693.88831,1
-50.646,437141,-2390.16056,1182.31714,-1695.67853,1
-50.645,437142,-2400.93648,1178.73728,-1693.39895,1
-50.644,437143,-2400.03437,1178.14898,-1692.00033,1
-50.643,437144,-2400.99758,1178.35611,-1690.75042,1
-50.642,437145,-2406.48091,1177.93202,-1689.72284,1
-50.641,437146,-2423.55734,1174.981,-1690.04351,1
-50.64,437147,-2440.4636,1172.72168,-1689.33064,1
-50.639,437148,-2431.07229,1172.67191,-1686.12152,1
-50.638,437149,-2400.46859,1173.75255,-1683.87651,1
-50.637,437150,-2386.07287,1175.77076,-1683.96443,1
-50.636,437151,-2385.90598,1177.86348,-1685.9293,1
-50.635,437152,-2385.76025,1178.29353,-1687.56604,1
-50.634,437153,-2380.44113,1177.10263,-1688.55011,1
-50.633,437154,-2364.76332,1178.64013,-1688.67141,1
-50.632,437155,-2341.19028,1182.11359,-1687.38395,1
-50.631,437156,-2339.46592,1183.64543,-1690.91344,1
-50.63,437157,-2368.23291,1181.49757,-1695.29885,1
-50.629,437158,-2393.90314,1179.4278,-1695.90533,1
-50.628,437159,-2397.27646,1177.23197,-1694.00305,1
-50.627,437160,-2394.24378,1177.58542,-1692.2462,1
-50.626,437161,-2396.47329,1178.69318,-1691.72704,1
-50.625,437162,-2406.34084,1176.47558,-1691.79261,1
-50.624,437163,-2427.4078,1173.06024,-1691.42395,1
-50.623,437164,-2440.11641,1171.25362,-1689.9696,1
-50.622,437165,-2421.5588,1173.52873,-1684.5274,1
-50.621,437166,-2394.28341,1175.52668,-1682.39474,1
-50.62,437167,-2384.73505,1176.77659,-1685.39464,1
-50.619,437168,-2386.75952,1177.74904,-1687.0892,1
-50.618,437169,-2385.93936,1177.4829,-1687.01649,1
-50.617,437170,-2377.61468,1177.8456,-1689.24868,1
-50.616,437171,-2357.89269,1180.6339,-1686.96076,1
-50.615,437172,-2338.27144,1183.47108,-1687.32941,1
-50.614,437173,-2347.79537,1182.76328,-1690.92298,1
-50.613,437174,-2380.85121,1179.96991,-1694.49419,1
-50.612,437175,-2397.35723,1178.01458,-1694.45932,1
-50.611,437176,-2395.61349,1176.64337,-1692.91288,1
-50.61,437177,-2393.42988,1177.22839,-1691.32829,1
-50.609,437178,-2397.37391,1176.35518,-1691.42902,1
-50.608,437179,-2409.39826,1173.85656,-1692.07603,1
-50.607,437180,-2430.65327,1172.56284,-1691.89543,1
-50.606,437181,-2431.51218,1172.57535,-1688.98225,1
-50.605,437182,-2405.79128,1173.09064,-1684.24129,1
-50.604,437183,-2384.10115,1175.09127,-1683.65538,1
-50.603,437184,-2381.43116,1177.64384,-1685.77462,1
-50.602,437185,-2384.66382,1178.19548,-1687.34461,1
-50.601,437186,-2381.20168,1179.04544,-1687.55352,1
-50.6,437187,-2370.53931,1180.36449,-1688.65502,1
-50.599,437188,-2346.77881,1182.79666,-1687.03437,1
-50.598,437189,-2338.1266,1183.38674,-1688.99924,1
-50.597,437190,-2360.89349,1182.01584,-1692.79486,1
-50.596,437191,-2393.03052,1180.94474,-1694.76479,1
-50.595,437192,-2402.59528,1179.0967,-1693.35097,1
-50.594,437193,-2401.28428,1178.89822,-1690.35167,1
-50.593,437194,-2400.90847,1178.81149,-1691.11103,1
-50.592,437195,-2406.56406,1177.98477,-1690.20325,1
-50.591,437196,-2422.75327,1174.3921,-1690.63121,1
-50.59,437197,-2439.26913,1171.94951,-1689.04722,1
-50.589,437198,-2428.21038,1172.77503,-1684.19391,1
-50.588,437199,-2398.43011,1173.39075,-1681.26762,1
-50.587,437200,-2385.08075,1176.43684,-1683.83598,1
-50.586,437201,-2385.46908,1177.4537,-1685.27395,1
-50.585,437202,-2386.46448,1178.00713,-1686.21212,1
-50.584,437203,-2381.49434,1178.64728,-1687.21348,1
-50.583,437204,-2365.39811,1179.67725,-1687.81042,1
-50.582,437205,-2340.26104,1183.5289,-1687.63399,1
-50.581,437206,-2339.97643,1184.58539,-1690.67889,1
-50.58,437207,-2371.14161,1181.66953,-1695.68151,1
-50.579,437208,-2397.1054,1180.34691,-1695.57095,1
-50.578,437209,-2401.00473,1178.7802,-1693.49194,1
